label,message
0,sorry sir i will call you tomorrow senthilhsbc
0,good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy
1,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
1,forwarded from 21870000hi this is your mailbox messaging sms alert you have 4 messages you have 21 matches please call back on 09056242159 to retrieve your messages and matches
0,hope you are having a great day
0,im there and i can see you but you cant see me maybe you should reboot ym i seen the buzz
0,mmm thats better now i got a roast down me id b better if i had a few drinks down me 2 good indian
0,i keep ten rs in my shelf buy two egg
0,hi dahow is the todays class
1,hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx
0,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear
0,if i get there before you after your ten billion calls and texts so help me god
0,okey dokey ill be over in a bit just sorting some stuff out
0,yeah confirmed for you staying at that weekend
0,dad went out oredi
0,i wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friends net i think of you boytoy
0,have you got xmas radio times if not i will get it now
0,i am joining today formallypls keep prayingwill talk later
0,just got part nottingham 3 hrs 63miles good thing i love my man so much but only doing 40mph hey ho
0,how long before you get reply just defer admission til next semester
0,sfine anytime all the best with it
0,my sis is catching e show in e afternoon so im not watching w her so c u wan 2 watch today or tmr lor
0,no my blankets are sufficient thx
0,webpage s not available
0,wherres my boytoy
1,you have been specially selected to receive a 2000 pound award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo
0,no prob i will send to your email
0,k k then watch some films
0,let me know when youve got the money so carlos can make the call
0,i can but it will tell quite long cos i havent finish my film yet
0,left dessert u wan me 2 go suntec look 4 u
0,oic then better quickly go bathe n settle down
0,then she buying today no need to c meh
0,they said if its gonna snow it will start around 8 or 9 pm tonite they are predicting an inch of accumulation
1,winner as a valued network customer you have been selected to receivea 900 prize reward to claim call 09061701461 claim code kl341 valid 12 hours only
0,im at work please call
0,carlos says we can pick up from him later so yeah were set
0,were gonna go get some tacos
1,private your 2004 account statement for 07742676969 shows 786 unredeemed bonus points to claim call 08719180248 identifier code 45239 expires
0,good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea
0,hurry up ive been weeddeficient for like three days
0,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun
1,cds 4u congratulations ur awarded 500 of cd gift vouchers or 125 gift guaranteed freeentry 2 100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16
0,hello damn this christmas thing i think i have decided to keep this mp3 that doesnt work
1,urgent call 09066350750 from your landline your complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18
0,pick ur fone up now u dumb
0,s daal r above ltgt
0,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical
0,you stayin out of trouble strangersaw dave the other day hes sorted nowstill with me bloke when u gona get a girl mrur mum still thinks we will get 2getha
0,i surely dont forgot to comei will always be in touch in with you
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599
0,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
0,no its not pride im almost ltgt years old and shouldnt be takin money from my kid youre not supposed to have to deal with this stuff this is grownup stuffwhy i dont tell you
0,thanks for sending this mental ability question
0,ill get there tomorrow and send it to you
0,hi this is roger from cl how are you
1,dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply
0,wat r u doing
0,great so what attracts you to the brothas
1,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now
0,thats good because i need drugs
0,ahhh work i vaguely remember that what does it feel like lol
0,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come
0,thanks for this hope you had a good day today
0,shb b ok lor thanx
1,bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call 08718730666 10pmin 2 stop texts call 08712460324
0,shes find i sent you an offline message to know how anjolas now
0,just arrived see you in a couple days lt3
0,chk in ur belovd ms dict
0,hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting has happened there anything
0,hey mr whats the name of that bill brison book the one about language and words
0,yes i thought so thanks
0,hiya comin 2 bristol 1 st week in april les got off rudi on new yrs eve but i was snoringthey were drunk u bak at college yet my work sends ink 2 bath
0,yes i will be there glad you made it
0,hi my engagement has been fixd on ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn
0,ok
0,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday evei already see in netno ticket availablei want to book ticket through tackle
1,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18
0,see you then were all christmassy here
0,dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor
0,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e
0,love it i want to flood that pretty pussy with cum
0,hey you got any mail
0,wheres mummys boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm
0,im not sure if its still available though
0,hey happy birthday
0,peteis this your phone still its jenny from college and leannewhat are you up to now
0,been running but only managed 5 minutes and then needed oxygen might have to resort to the roller option
1,ur ringtone service has changed 25 free credits go to club4mobilescom to choose content now stop txt club stop to 87070 150pwk club4 po box1146 mk45 2wt
0,ok
0,its ok lar u sleep early too nite
0,da is good good playerwhy he is unsold
1,you have been specially selected to receive a 3000 award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo
0,great i have to run now so ttyl
0,not enufcredeit tocallshall ileave uni at 6 get a bus to yor house
0,kent vale lor wait 4 me there ar
1,hi there 2nights ur lucky night uve been invited 2 xchat the uks wildest chat txt chat to 86688 now 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,pleassssssseeeeee tel me v avent done sportsx
1,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
1,monthly password for wap mobsicom is 391784 use your wap phone not pc
0,the greatest test of courage on earth is to bear defeat without losing heartgn tc
0,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gmgngegnt
0,good morning princess how are you
0,pls go ahead with watts i just wanted to be sure do have a great weekend abiola
0,lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get
0,or remind me in a few hrs
1,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
0,i need you to be in my strong arms
0,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
0,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment
0,cause im not freaky lol
0,no im good for the movie is it ok if i leave in an hourish
0,is that seriously how you spell his name
0,i plane to give on this month end
0,i know complain num onlybettr directly go to bsnl offc nd apply for it
0,i don wake since i checked that stuff and saw that its true no available spaces pls call the embassy or send a mail to them
0,hope you are feeling great pls fill me in abiola
0,sicomo nolistened2the plaid albumquite gdthe new air1 which is hilariousalso boughtbraindancea compofstuff on aphexs abelu hav2hear itc u sn xxxx
0,tell me pa how is pain de
0,no he didnt spring is coming early yay
0,good good job i like entrepreneurs
0,networking job is there
0,oh ho is this the first time u use these type of words
0,for my family happiness
0,solve d case a man was found murdered on ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant
0,good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins
0,thats the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it
0,headin towards busetop
0,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections
0,just looked it up and addie goes back monday sucks to be her
0,sorry ill call you later i am in meeting sir
0,mostly sports typelyk footblcrckt
0,youre right i have now that i think about it
0,india have to take lead
0,look at the fuckin time what the fuck you think is up
1,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701851 claim code k61 valid 12hours only
0,get me out of this dump heap my mom decided to come to lowes boring
0,i had askd u a question some hours before its answer
0,i think just yourself thanks and see you tomo
0,you busy or can i come by at some point and figure out what were doing tomorrow
0,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly
1,you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000878 pobox45w2tg150p
0,then wait 4 me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick
0,my sort code is and acc no is the bank is natwest can you reply to confirm ive sent this to the right person
0,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same
0,whats up bruv hope you had a great break do have a rewarding semester
0,those were my exact intentions
0,hicts employee how are you
0,if you dont respond imma assume youre still asleep and imma start calling n shit
0,happy birthday may u find ur prince charming soon n dun work too hard
0,im on the bus love you
0,already one guy loving you
0,i had it alreadysabarish asked me to go
0,gods love has no limit gods grace has no measure gods power has no boundaries may u have gods endless blessings always in ur life gud ni8
0,i thank you so much for all you do with selflessness i love you plenty
1,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104
0,im in class did you get my text
0,645
0,i need details about that online job
0,im home ard wat time will u reach
0,sure but make sure he knows we aint smokin yet
0,somebody should go to andros and steal ice
1,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call
0,do you want bold 2 or bb torch
0,aight what time you want me to come up
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins
0,are you being good baby
0,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
0,sad puppy noise
0,mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day
0,i miss you so much im so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you
1,urgent this is our 2nd attempt to contact u your 900 prize from yesterday is still awaiting collection to claim call now 09061702893
0,when you came to hostel
0,no youll just get a headache trying to figure it out u can trust me to do the math i promise o
0,anything lor but toa payoh got place 2 walk meh
0,ok im coming home now
0,also track down any lighters you can find
0,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom
0,im now but have to wait till 2 for the bus to pick me
0,thats fine ill bitch at you about it later then
0,surly ill give it to you while coming to review
0,ive sent my part
0,hi hope you had a good day have a better night
0,shuhui say change 2 suntec steamboat u noe where where r u now
0,i dont want to hear anything
0,wow i love you sooo much you know i can barely stand it i wonder how your day goes and if you are well my love i think of you and miss you
0,ok
0,i cant pick the phone right now pls send a message
0,pls send me the correct name da
0,thanx u darlinim cool thanx a few bday drinks 2 nite 2morrow off take care c u soonxxx
0,2marrow only wed at ltgt to 2 aha
0,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
0,its a laptop take it with you
0,a famous quote when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are married
0,jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today
0,awesome text me when youre restocked
0,if i was i wasnt paying attention
1,urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap box97n7qp 150ppm
0,pls give her prometazine syrup 5mls then ltgt mins later feed
1,goal arsenal 4 henry 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins
0,yes i come to nyc for audiitions and am trying to relocate
0,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem
0,have you had a good day mine was really busy are you up to much tomorrow night
0,yesterday its with me only now am going home
0,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will 2 live do you think i would be the first person 2 die from n v q
1,think ur smart win 200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
0,keng rocking in ashes
1,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p
0,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah
0,hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked
0,ok no prob
0,the hair cream has not been shipped
0,going to join tomorrow
0,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas
0,otherwise had part time job natuition
0,r u sure theyll understand that wine good idea just had a slurp
0,i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up
1,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery
0,call to the number which is available in appointment and ask to connect the call to waheed fathima
0,hmm well night night
0,sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor
0,ok thanx take care then
0,hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you
1,u are subscribed to the best mobile content service in the uk for 3 per ten days until you send stop to 83435 helpline 08706091795
1,bank of granite issues strongbuy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 500 per
0,plz note if anyone calling from a mobile co amp asks u to type ltgt or ltgt do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn
0,speaking of does he have any cash yet
0,oh u must have taken your real valentine out shopping first
0,shall call now dear having food
1,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810
0,really dun bluff me leh u sleep early too nite
0,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx
0,well theres a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that im a weed fiendmake them smoke too muchimpede their doing other things so you see how im hesitant
1,our mobile number has won 5000 to claim calls us back or ring the claims hot line on 09050005321
0,you made my day do have a great day too
0,studying but ill be free next weekend
1,gsoh good with spam the ladiesu could b a male gigolo 2 join the uks fastest growing mens club reply oncall mjzgroup 087143423992stop reply stop msg150rcvd
1,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu
0,i like dis sweater fr mango but no more my size already so irritating
0,tell where you reached
0,yup im free
1,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k
0,aight see you in a bit
0,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
0,sent me ur email id soon
0,doing my masters when will you buy a bb cos i have for sale and hows bf
0,am in gobi arts college
0,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
0,total disappointment when i texted you was the craziest shit got
0,arun can u transfr me d amt
1,you have 1 new message call 02070836089
0,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night
1,important message this is a final contact attempt you have important messages waiting out our customer claims dept expires 13404 call 08717507382 now
0,im a guy browsin is compulsory
0,tell me theyre female v howre you throwing in were deciding what all to get now
0,oh ho is this the first time u use these type of words
0,yup
0,lmao you know me so well
0,will you come online today night
0,so hows the weather over there
0,er enjoyin indians at the moyep sall good hehe hows bout u shexy pete xx
0,is fujitsu s series lifebook good
0,hey what happen de are you alright
1,we know someone who you know that fancies you call 09058097218 to find out who pobox 6 ls15hb 150p
0,ok can be later showing around 8830 if you want cld have drink before wld prefer not to spend money on nosh if you dont mind as doing that nxt wk
0,im done oredi
0,also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend
0,im leaving my house now
0,wats my dear doing sleeping ah
0,understand his loss is my gain so do you work school
1,yes the only place in town to meet exciting adult singles is now in the uk txt chat to 86688 now 150pmsg
0,housemaid is the murderer coz the man was murdered on ltgt th january as public holiday all govtinstituitions are closedincluding post office
0,hey loverboy i love you i had to tell i look at your picture and ache to feel you between my legs fuck i want you i need you i crave you
0,i want to see your pretty pussy
1,freemsg todays the day if you are ready im horny live in your town i love sex fun games netcollex ltd 08700621170150p per msg reply stop to end
0,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning
0,gud ni8 dearslp welltake careswt dreamsmuah
1,private your 2003 account statement for 07753741225 shows 800 unredeemed s i m points call 08715203677 identifier code 42478 expires 241004
0,hey i almost forgot happy bday babe i love ya
0,yo carlos a few friends are already asking me about you you working at all this weekend
0,yup im elaborating on the safety aspects and some other issues
0,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee
0,its ltgt k here oh should i send home for sale
0,for the first time in the history need comfort and luxury are sold at same price in india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt
0,sir i am waiting for your call once free please call me
1,u have won a nokia 6230 plus a free digital camera this is what u get when u win our free auction to take part send nokia to 83383 now pobox11414tcrw1 16
0,this girl does not stay in bed this girl doesnt need recovery time id rather pass out while having fun then be cooped up in bed
0,got fujitsu ibm hp toshiba got a lot of model how to say
0,is ur paper in e morn or aft tmr
0,how much are we getting
0,goodmorning sleeping ga
0,i love your ass do you enjoy doggy style
0,are you going to write ccna exam this week
0,i will treasure every moment we spend together
0,hey sweet i was wondering when you had a moment if you might come to me i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big files because they can download stuff directly from the internet any help would be great my prey teasing kiss
0,where is it is there any opening for mca
0,dear got bus directly to calicut
0,yup from what i remb i think should be can book
1,interflora its not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow
0,we have to pick rayan macleran there
0,i dont want you to leave but im barely doing what i can to stay sane fighting with you constantly isnt helping
0,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct
0,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me
0,my sister going to earn more than me da
0,anyway seriously hit me up when youre back because otherwise i have to light up with armand and he always has shit andor is vomiting
0,had the money issue weigh me down but thanks to you i can breathe easier now ill make sure you dont regret it thanks
0,hey dont forget you are mine for me my possession my property mmm childish smile
0,please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody
0,i tot its my group mate lucky i havent reply wat time do need to leave
0,alex says hes not ok with you not being ok with it
1,youve won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm
0,just got some gas money any chance you and the gang want to go on a grand nature adventure
0,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep
0,good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a ltgt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything
0,we stopped to get ice cream and will go back after
1,do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am
0,no dude its not fakemy frnds got money thts y im reffering uif u member wit my mail link u vl be credited ltgt rs and il be getiing ltgt rsi can draw my acc wen it is ltgt rs
0,cos i want it to be your thing
0,dare i ask any luck with sorting out the car
0,hey theres veggie pizza
0,thats a bit weird even where is the do supposed to be happening but good idea sure they will be in pub
0,all e best 4 ur exam later
0,there r many modelsony ericson also der ltgt it luks good bt i forgot modl no
0,sorry ill call later
0,its okcome to my home it vl nice to meet and v can chat
0,the evo i just had to download flash jealous
0,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me
0,no i am not having not any movies in my laptop
0,what time u wrkin
0,call me when youcarlos isare here my phones vibrate is acting up and i might not hear texts
1,text banneduk to 89555 to see cost 150p textoperator g696ga 18 xxx
0,go until jurong point crazy available only in bugis n great world la e buffet cine there got amore wat
0,so check your errors and if you had difficulties do correction
0,k ill drinkpa then what doing i need srs model pls send it to my mail id pa
0,lol ok your forgiven
0,haha i heard that text me when youre around
0,you got job in wiproyou will get every thing in life in 2 or 3 years
0,a cute thought for friendship its not necessary to share every secret with ur close frnd but watever u shared should be true
0,thank you meet you monday
0,your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8o clock
0,hi babe im at home now wanna do something xx
1,wow the boys r back take that 2007 uk tour win vip tickets prebook with vip club txt club to 81303 trackmarque ltd infovipclub4u
0,ya it came a while ago
0,yup n her fren lor im meeting my fren at 730
0,im home
0,book which lesson then you msg me i will call up after work or sth im going to get specs my membership is px3748
0,noits ful of song lyrics
0,well done blimey exercise yeah i kinda remember wot that is hmm
1,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
0,lmao but its so fun
0,happy valentines day i know its early but i have hundreds of handsomes and beauties to wish so i thought to finish off aunties and uncles 1st
0,hmm bits and pieces lol sighs
0,sorry dai was thought of calling you lot of timeslil busyi will call you at noon
0,then she dun believe wat
0,good night my dear sleepwellamptake care
0,ball is moving a lotwill spin in last so very difficult to bat
0,hey i will be late ah meet you at 945
1,urgent your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066
0,sorry ill call later in meeting
0,lol no just was busy
1,urgent call 09061749602 from landline your complimentary 4 tenerife holiday or 10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18
0,thats cause your old i live to be high
0,hui xin is in da lib
0,okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right
0,ok but tell me half an hr b4 u come i need 2 prepare
0,shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway
0,sorry ill call later ok bye
0,we got a divorce lol shes here
0,ok take ur time n enjoy ur dinner
0,oh yes i can speak txt 2 u no hmm did u get email
0,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop
0,was actually about to send you a reminder today have a wonderful weekend
1,for ur chance to win a 250 wkly shopping spree txt shop to 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
0,then u drive lor
0,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join
0,goodo yes we must speak friday eggpotato ratio for tortilla needed
0,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me
0,dude im no longer a pisces im an aquarius now
0,i only work from mon to thurs but sat i cant leh booked liao which other day u free
0,sorry i now then c ur msg yar lor so poor thing but only 4 one night tmr ull have a brand new room 2 sleep in
0,ok then i come n pick u at engin
0,in work now going have in few min
0,ugh hopefully the asus ppl dont randomly do a reformat
0,he fucking chickened out he messaged me he would be late and woould buzz me and then i didnt hear a word from him
0,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed
0,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
0,poyyarikaturkolathupalayamunjalur posterode dis ltgt
0,haha figures well i found the piece and priscillas bowl
0,ki didt see youkwhere are you now
0,finished class where are you
0,sno competition for him
0,sorry datoday i wont come to playi have driving clas
0,yes it completely in out of formclark also utter waste
1,do you want a new video phone 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
1,do you want a new video handset 750 anytime any network mins half price line rental camcorder reply or call 08000930705 for delivery tomorrow
0,hi dude hw r u da realy mising u today
0,how are you i miss you
0,i cant pick the phone right now pls send a message
0,mm umma ask vava also to come tell him can play later together
0,sure ill see if i can come by in a bit
0,that one week leave i put know that time why
0,no just send to you bec you in temple na
1,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy
0,response is one of d powerful weapon 2 occupy a place in others heart so always give response 2 who cares 4 u gud nightswt dreamstake care
1,we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
0,fuck babe i miss you already you know cant you let me send you some money towards your net i need you i want you i crave you
0,thk of wat to eat tonight
0,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
0,jokin only lar depends on which phone my father can get lor
0,they just talking thats it de they wont any other
0,sure thing big man i have hockey elections at 6 shouldnt go on longer than an hour though
0,ha ha cool cool chikku chikkudb
0,otherwise had part time job natuition
0,but your not here
0,lol oops sorry have fun
0,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros
0,when can come out
1,u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094597
1,100 dating service call 09064012103 box334sk38ch
0,actually i decided i was too hungry so i havent left yet v
0,now thats going to ruin your thesis
0,do you know where my lab goggles went
0,u meet other fren dun wan meet me ah muz b a guy rite
0,probably gonna swing by in a wee bit
0,happened here while you were adventuring
0,stupidits not possible
0,short but cute be a good person but dont try to prove it gud noon
0,thats cool how was your day
1,natalie 20f is inviting you to be her friend reply yes165 or no165 see her wwwsmsacunatalie2k9 stop send stop frnd to 62468
0,my friend shes studying at warwick weve planned to go shopping and to concert tmw but it may be canceled havnt seen for ages yeah we should get together sometime
0,great i shoot big loads so get ready
0,oops i thk i dun haf enuff i go check then tell
1,camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
0,esplanade lor where else
1,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukexpressoffer tscs apply to stop texts txt stop to 80062
0,ill call you evening ill some ideas
0,actually im waiting for 2 weeks when they start putting ad
0,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come
1,urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
0,yes i trust u to buy new stuff asap so i can try it out
1,you have an important customer service announcement from premier call freephone 0800 542 0578 now
0,erm i thought the contract ran out the4th of october
0,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
0,is ur paper today in e morn or aft
0,u will switch your fone on dammit
0,k ill work something out
0,its too latebut its kwish you the same
1,forwarded from 448712404000please call 08712404000 immediately as there is an urgent message waiting for you
0,and do you have any one that can teach me how to ship cars
1,mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618 30pptxt 1st 5free 150 increments help08718728876
0,eat at old airport road but now 630 oredi got a lot of pple
0,ok
0,lmao take a pic and send it to me
0,aiyar hard 2 type u later free then tell me then i call n scold n tell u
0,lol yeah at this point i guess not
0,sir i am waiting for your call
0,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life
0,thats cool i want to please you
0,ok thats great thanx a lot
0,sounds great are you home now
0,okey doke im at home but not dressed cos laying around ill speak to you later bout times and stuff
0,ok im gonna head up to usf in like fifteen minutes
0,hey gals anyone of u going down to e driving centre tmr
0,hi the way i was with u 2day is the normal waythis is the real me ur uniquei hope i know u 4 the rest of mylife hope u find wot was lost
0,doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later
0,most of the tiime when i dont let you hug me its so i dont break into tears
1,you have 1 new message please call 08712400200
0,i got your back do you have any dislikes in bed
0,then get some cash together and ill text jason
0,for real when u getting on yo i only need 2 more tickets and one more jacket and im done i already used all my multis
0,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke
0,just wondering the others just took off
0,whos there say hi to our drugdealer
0,beautiful tomorrow never comes when it comes its already today in the hunt of beautiful tomorrow dont waste your wonderful today goodmorning
0,hi babe u r most likely to be in bed but im so sorry about tonight i really wanna see u tomorrow so call me at 9 love me xxx
